Sample ID,Matrix,Mineralization,Source,Analyte,Units,Certified Value,1SD,95% Confidence Low,95% Confidence High,Method
OREAS901,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-901/,"Sb, Antimony (ppm)",(ppm),2.61,0.159,2.52,2.69,4-Acid Digestion
OREAS901,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-901/,"Sn, Tin (ppm)",(ppm),3.33,0.235,3.18,3.48,4-Acid Digestion
OREAS901,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-901/,"Sr, Strontium (ppm)",(ppm),31,1.92,30.1,31.9,4-Acid Digestion
OREAS901,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-901/,"U, Uranium (ppm)",(ppm),10.3,0.52,10,10.6,4-Acid Digestion
OREAS901,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-901/,"V, Vanadium (ppm)",(ppm),81,4.3,79,83,4-Acid Digestion
OREAS901,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-901/,"Y, Yttrium (ppm)",(ppm),37.4,3.64,35.4,39.4,4-Acid Digestion
OREAS901,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-901/,"Zn, Zinc (ppm)",(ppm),24,3.2,22.4,25.5,4-Acid Digestion
OREAS901,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-901/,"Zr, Zirconium (ppm)",(ppm),176,10,171,182,4-Acid Digestion
OREAS904,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-904/,"Ag, Silver (ppm)",(ppm),0.551,0.053,0.529,0.573,4-Acid Digestion
OREAS904,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-904/,"As, Arsenic (ppm)",(ppm),98,4.9,96,101,4-Acid Digestion
OREAS904,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-904/,"Ba, Barium (ppm)",(ppm),194,9,190,198,4-Acid Digestion
OREAS904,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-904/,"Bi, Bismuth (ppm)",(ppm),4.05,0.174,3.97,4.14,4-Acid Digestion
OREAS904,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-904/,"Ca, Calcium (wt.%)",(wt.%),0.046,0.005,0.044,0.048,4-Acid Digestion
OREAS904,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-904/,"Ce, Cerium (ppm)",(ppm),86,8.5,82,90,4-Acid Digestion
OREAS904,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-904/,"Co, Cobalt (ppm)",(ppm),83,7,80,87,4-Acid Digestion
OREAS904,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-904/,"Cr, Chromium (ppm)",(ppm),54,3.8,52,56,4-Acid Digestion
OREAS904,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-904/,"Cu, Copper (wt.%)",(wt.%),0.612,0.021,0.601,0.622,4-Acid Digestion
OREAS904,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-904/,"Fe, Iron (wt.%)",(wt.%),6.68,0.291,6.53,6.83,4-Acid Digestion
OREAS904,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-904/,"K, Potassium (wt.%)",(wt.%),3.31,0.184,3.21,3.42,4-Acid Digestion
OREAS904,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-904/,"La, Lanthanum (ppm)",(ppm),43.2,2.9,41.6,44.9,4-Acid Digestion
OREAS904,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-904/,"Mg, Magnesium (wt.%)",(wt.%),0.556,0.034,0.538,0.574,4-Acid Digestion
OREAS904,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-904/,"Mn, Manganese (wt.%)",(wt.%),0.041,0.002,0.04,0.042,4-Acid Digestion
OREAS904,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-904/,"Mo, Molybdenum (ppm)",(ppm),2.12,0.184,2.04,2.21,4-Acid Digestion
OREAS904,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-904/,"Ni, Nickel (ppm)",(ppm),40.1,1.83,39.3,41,4-Acid Digestion
OREAS904,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-904/,"P, Phosphorus (wt.%)",(wt.%),0.098,0.008,0.093,0.102,4-Acid Digestion
OREAS904,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-904/,"Pb, Lead (ppm)",(ppm),10.6,1.2,9.9,11.2,4-Acid Digestion
OREAS904,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-904/,"Rb, Rubidium (ppm)",(ppm),130,20,118,141,4-Acid Digestion
OREAS904,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-904/,"S, Sulphur (wt.%)",(wt.%),0.063,0.005,0.06,0.065,4-Acid Digestion
OREAS904,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-904/,"Sb, Antimony (ppm)",(ppm),1.48,0.106,1.42,1.54,4-Acid Digestion
OREAS904,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-904/,"Se, Selenium (ppm)",(ppm),3.3,0.6,2.94,3.66,4-Acid Digestion
OREAS904,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-904/,"Sn, Tin (ppm)",(ppm),2.83,0.174,2.73,2.93,4-Acid Digestion
OREAS904,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-904/,"Sr, Strontium (ppm)",(ppm),27.2,1.88,26.2,28.1,4-Acid Digestion
OREAS904,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-904/,"U, Uranium (ppm)",(ppm),8.43,0.721,8.03,8.82,4-Acid Digestion
OREAS904,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-904/,"V, Vanadium (ppm)",(ppm),76,3,74,77,4-Acid Digestion
OREAS904,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-904/,"Y, Yttrium (ppm)",(ppm),31.5,3.4,29.8,33.2,4-Acid Digestion
OREAS904,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-904/,"Zn, Zinc (ppm)",(ppm),26.3,3.5,24.5,28.1,4-Acid Digestion
OREAS904,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-904/,"Zr, Zirconium (ppm)",(ppm),171,9,166,176,4-Acid Digestion
